,source_vendor_name,type,mid,wiki_url,result_vendor_name
648,Nyberg & Son Konsult AB ,-,-,-,-
649,swissQuant Group AG ,ORGANIZATION,/g/11g70c0k7z,-,swissQuant Group AG
650,STATE UNIVERSITY OF IOWA FOUNDATION ,ORGANIZATION,-,-,FOUNDATION
651,Digital Reasoning Systems Inc ,ORGANIZATION,/g/11ckr953jx,https://en.wikipedia.org/wiki/Digital_Reasoning,Digital Reasoning Systems Inc
652,Kai Sze TSANG ,PERSON,-,-,Kai Sze TSANG
653,Semantix SprÃ¥kcentrum AB ,ORGANIZATION,-,-,Semantix SprÃ
654,Dimension Data North America Inc  ,ORGANIZATION,/g/11c1x4q8nj,-,Dimension Data North America Inc
655,Dimension Data Australia ,ORGANIZATION,-,-,Dimension Data Australia
656,Edenred (India) Pvt Ltd  ,ORGANIZATION,-,-,Edenred
657,LISTASAFN A S Ã ,OTHER,/m/0hhbr,https://en.wikipedia.org/wiki/Art_museum,LISTASAFN
658,CONSUMER ELECTRONICS ,OTHER,-,-,CONSUMER ELECTRONICS
659,TÃ¸mrermester E Johansen AS ,PERSON,-,-,TÃ ̧mrermester E Johansen
660,SODEXO BENEFITS AND REWARDS SERVICES ,ORGANIZATION,/m/042phq,https://en.wikipedia.org/wiki/Sodexo,SODEXO
661,Lakshman Mohan ,PERSON,-,-,Lakshman Mohan
662,Finansnettnorge AS ,OTHER,-,-,Finansnettnorge
663,GARTNER GROUP ,ORGANIZATION,/m/01l4jh,https://en.wikipedia.org/wiki/Gartner,GARTNER GROUP
664,AMERICAN BANKERS ASSOCIATION ,ORGANIZATION,/m/089jb4,https://en.wikipedia.org/wiki/American_Bankers_Association,AMERICAN BANKERS ASSOCIATION
665,BTIG LLC ,ORGANIZATION,/g/11c1x4qtqn,-,BTIG LLC
666,POWER ON ,LOCATION,-,-,POWER ON
667,AVT PRODUCTIONS ,WORK_OF_ART,-,-,AVT PRODUCTIONS
668,MICROSPACE COMMUNICATION CORP ,ORGANIZATION,-,-,MICROSPACE COMMUNICATION CORP
669,PROACTIV TECHNOLOGIES ,OTHER,-,-,PROACTIV TECHNOLOGIES
670,Sveriges Unga Aktiesparares Service AB ,-,-,-,-
671,BRANDED CITIES NEW YORK LLC ,ORGANIZATION,-,-,NEW YORK LLC
672,Michael Page International (Sweden) AB ,ORGANIZATION,/m/04cxldw,https://en.wikipedia.org/wiki/PageGroup,Michael Page International
673,S & P Insurance Consulting AB ,OTHER,-,-,S & P Insurance Consulting AB
674,AB Cool ,OTHER,-,-,AB Cool
675,INFORMATICA LLC ,ORGANIZATION,/m/0cvrm5,https://en.wikipedia.org/wiki/Informatica,INFORMATICA LLC
676,VERISIGN INC ,ORGANIZATION,/m/01vbkb,https://en.wikipedia.org/wiki/Verisign,VERISIGN INC
677,CLOUDSHARE INC  ,OTHER,-,-,CLOUDSHARE INC
678,ALTEN NEDERLAND B V  ,ORGANIZATION,-,-,NEDERLAND BV
679,Altran Netherlands B V  ,ORGANIZATION,/m/0410vv,https://en.wikipedia.org/wiki/Altran,Altran
680,COGECO DATA SERVICES LP ,ORGANIZATION,/m/03rxcs,https://en.wikipedia.org/wiki/Cogeco,COGECO
681,COGECO PEER 1 NETWORK (USA) ,ORGANIZATION,-,-,COGECO
682,Svenska FondhandlarefÃ¶reningens Service ,PERSON,-,-,Svenska FondhandlarefÃ
683,Samskipti ,OTHER,/g/1tdg2tcf,-,Samskipti
684,NOVACOAST ,ORGANIZATION,/g/11c5b9q4h_,-,NOVACOAST
685,Nezda Technologies Inc ,ORGANIZATION,/g/11g7z05lmw,-,Nezda Technologies Inc
686,NEZDA TECHNOLOGIES INC  ,OTHER,-,-,NEZDA TECHNOLOGIES INC
687,FIS FINANCIAL SYSTEMS LLC ,ORGANIZATION,-,-,FIS FINANCIAL SYSTEMS LLC
688,Emma-Karin Pihlstrand ,PERSON,-,-,Emma-Karin Pihlstrand
689,TECSON ORCHIDS CORPORATION ,ORGANIZATION,-,-,TECSON ORCHIDS CORPORATION
690,Iron Mountain Sweden AB ,OTHER,/g/11gtd9pc21,-,Iron Mountain Sweden AB
691,CANON SOLUTIONS AMERICA INC  ,OTHER,/g/11c1x4hbl7,-,CANON SOLUTIONS AMERICA INC
692,NORSK TELEGRAMBYRÃ… AS ,ORGANIZATION,/m/0c3g33,https://en.wikipedia.org/wiki/Norwegian_News_Agency,NORSK TELEGRAMBYRÃ
693,PUBLIC STRATEGIES WASHINGTON INC ,ORGANIZATION,/g/11gsb688dz,-,PUBLIC STRATEGIES WASHINGTON INC
694,Parshva Gift ,OTHER,/g/11clsg_fg2,-,Parshva Gift
695,Wasa Kredit AB ,OTHER,-,-,Wasa Kredit AB
696,MATZLIACH CAPITAL LLC ,ORGANIZATION,-,-,MATZLIACH CAPITAL LLC
697,BAKER & HOSTETLER LLP ,PERSON,/m/03mglyv,https://en.wikipedia.org/wiki/BakerHostetler,BAKER & HOSTETLER LLP
698,Tyger Consulting Pty Ltd ,ORGANIZATION,-,-,Tyger Consulting Pty Ltd
699,Gagnageymslan ehf ,PERSON,-,-,Gagnageymslan
700,Workman Turnbull ,PERSON,/g/11gbj4d4c0,-,Workman Turnbull
701,FS-ISAC INC ,OTHER,-,-,FS-ISAC INC
702,MARCUM TECHNOLOGY LLC ,ORGANIZATION,-,-,MARCUM TECHNOLOGY LLC
703,POLITICO LLC ,ORGANIZATION,/m/027_2w9,https://en.wikipedia.org/wiki/Politico,POLITICO LLC
704,INTERNAP NETWORK SERVICES CORP ,ORGANIZATION,-,-,INTERNAP NETWORK SERVICES CORP
705,DELL CANADA INC ,OTHER,-,-,DELL CANADA INC
706,GOTHAM TECHNOLOGY GROUP LLC ,ORGANIZATION,/g/11c5bbl70l,-,GOTHAM TECHNOLOGY GROUP LLC
707,EVENT U ROX ,EVENT,-,-,EVENT
708,SOLARWINDS INC ,OTHER,/m/0404fs4,https://en.wikipedia.org/wiki/SolarWinds,SOLARWINDS INC
709,Kelly Services INC  ,OTHER,/m/03p2hqb,https://en.wikipedia.org/wiki/Kelly_Services,Kelly Services INC
710,QLIK TECHNOLOGIES INC ,OTHER,/m/0bqs19,https://en.wikipedia.org/wiki/Qlik,QLIK TECHNOLOGIES INC
711,Heilsuvernd ,OTHER,/g/11f013v_b9,-,Heilsuvernd
712,WM Consultant ,ORGANIZATION,/m/0bm41r,https://en.wikipedia.org/wiki/Waste_Management_(corporation),WM
713,CSD Software OÃœ ,ORGANIZATION,-,-,CSD
714,DB NETWORKS INC ,OTHER,-,-,DB NETWORKS INC
715,Novotek Sverige AB ,OTHER,-,-,Novotek Sverige AB
716,Hospeco Philippines Inc  ,ORGANIZATION,-,-,Hospeco Philippines Inc
717,CAREER BUILDER ,OTHER,-,-,CAREER BUILDER
718,Nordnet Bank AB ,ORGANIZATION,/m/0121nd16,https://da.wikipedia.org/wiki/Nordnet,Nordnet Bank AB
719,ASC PARTNERS LLC ,ORGANIZATION,-,-,ASC PARTNERS LLC
720,SAMIR SAIT ,PERSON,-,-,SAMIR SAIT
721,CORNERSTONE MEDIA PRODUCTIONS ,WORK_OF_ART,-,-,CORNERSTONE MEDIA PRODUCTIONS
722,Canadian International School of HK ,ORGANIZATION,/m/05b586,https://en.wikipedia.org/wiki/Canadian_International_School_of_Hong_Kong,Canadian International School
723,OSLO BÃ˜RS ASA ,ORGANIZATION,-,-,OSLO BÃ
724,UPTOWN CINEMAS SNACK STUDIO ,LOCATION,/g/1tl0xlnc,-,UPTOWN CINEMAS
725,PREFLEX SOLUTIONS PRIVATE LIMITED ,OTHER,-,-,PREFLEX SOLUTIONS
726,HOLD SECURITY LLC ,ORGANIZATION,/g/11g70g10lp,-,HOLD SECURITY LLC
727,CRISTAUX INTERNATIONAL ,OTHER,-,-,CRISTAUX INTERNATIONAL
728,BUSINESS ROUNDTABLE ,OTHER,/m/0g_xm2,https://en.wikipedia.org/wiki/Business_Roundtable,BUSINESS ROUNDTABLE
729,Verare AB ,OTHER,-,-,Verare AB
730,Dell B V  ,CONSUMER_GOOD,-,-,BV
731,Meridian IT Pty Ltd ,ORGANIZATION,-,-,Meridian IT Pty Ltd
732,Wizer Philippines Inc  ,ORGANIZATION,-,-,Wizer Philippines Inc
733,United Spaces Waterfront Stockholm AB ,ORGANIZATION,/g/11fz95cf5_,-,United Spaces Waterfront Stockholm AB
734,HTG CAPITAL PARTNERS ,ORGANIZATION,-,-,HTG CAPITAL PARTNERS
735,Jama Software Inc  ,ORGANIZATION,-,-,Jama Software Inc
736,OPTIONSCITY SOFTWARE INC ,OTHER,/g/11c5b6jyhh,-,OPTIONSCITY SOFTWARE INC
737,VERIZON SWEDEN AB ,ORGANIZATION,/m/02d532,https://en.wikipedia.org/wiki/Verizon_Wireless,VERIZON
738,Grewil Advisory AB ,OTHER,-,-,Grewil Advisory AB
739,MOODY'S INVESTORS SERVICES INC ,ORGANIZATION,/m/0h_bp0s,https://en.wikipedia.org/wiki/Moody's_Corporation,MOODY'S
740,Mahesh V and Associates ,PERSON,-,-,Mahesh V
741,Endava UK Ltd ,ORGANIZATION,-,-,Endava UK Ltd
742,MINTZ GROUP LLC ,ORGANIZATION,-,-,MINTZ GROUP LLC
743,FinCrest Information Services Pvt Ltd ,ORGANIZATION,/g/11g7y_xtnf,-,FinCrest Information Services Pvt Ltd
744,SallÃ©n Elektriska AB ,OTHER,-,-,SallÃ©n Elektriska AB
745,GODADDY COM ,OTHER,/m/03zjn4,https://en.wikipedia.org/wiki/GoDaddy,GODADDY COM
746,Nils Liliedahl AB ,PERSON,-,-,Nils Liliedahl AB
747,Phare Global Markets Inc ,ORGANIZATION,-,-,Phare Global Markets Inc
748,CLEAN EDGE INC ,OTHER,/m/02wz2wz,https://en.wikipedia.org/wiki/Clean_Edge,CLEAN EDGE INC
749,OVATION TRAVEL GROUP INC ,ORGANIZATION,/m/010rjmr2,-,OVATION TRAVEL GROUP INC
750,JOSCO PRINTERS ,ORGANIZATION,-,-,JOSCO
751,Batteribyggarna AB ,OTHER,-,-,Batteribyggarna AB
752,Rave Audio Visual Pty Ltd ,ORGANIZATION,-,-,Audio Visual Pty Ltd
753,Ernst & Young LLP ,ORGANIZATION,/m/0g9jc,https://en.wikipedia.org/wiki/Ernst_&_Young,Ernst & Young LLP
754,W SOUTH BEACH HOTEL ,LOCATION,-,-,SOUTH BEACH HOTEL
755,FORBES MEDIA LLC ,ORGANIZATION,/m/0ws0mld,https://bn.wikipedia.org/wiki/ফোর্বস,FORBES MEDIA LLC
756,S W I F T  SCRL ,OTHER,/m/0cx1t,https://en.wikipedia.org/wiki/Society_for_Worldwide_Interbank_Financial_Telecommunication,SWIFT SCRL
757,COUNCIL ON FOREIGN RELATIONS INC  ,ORGANIZATION,/m/01d_8r,https://en.wikipedia.org/wiki/Council_on_Foreign_Relations,COUNCIL ON FOREIGN RELATIONS INC
758,VARADA GLASS AND CROCKERIES ,OTHER,-,-,VARADA GLASS
759,RICE PARTNERS LLC ,ORGANIZATION,-,-,RICE PARTNERS LLC
760,DHL EXPRESS (PHILIPPINES) CORP  ,ORGANIZATION,/m/021086,https://en.wikipedia.org/wiki/DHL_Express,DHL EXPRESS
761,SQUADRUPE FOOD AND BEVERAGES PVT LTD ,OTHER,-,-,SQUADRUPE FOOD
762,BLUE LINE EXPRESS ,LOCATION,/m/02j5z2,https://en.wikipedia.org/wiki/Blue_Line_(CTA),BLUE LINE
763,STACK EXCHANGE INC ,OTHER,-,-,STACK EXCHANGE INC
764,CHECKMARX INC ,OTHER,-,-,CHECKMARX INC
765,G3 COMMUNICATIONS INC  ,OTHER,-,-,G3 COMMUNICATIONS INC
766,MILLIMAN INC  ,ORGANIZATION,/m/04gkj_t,https://en.wikipedia.org/wiki/Milliman,MILLIMAN INC
767,MRE CONSULTING LTD ,ORGANIZATION,-,-,MRE CONSULTING LTD
768,Dataiku_Invalid Supplier Record,ORGANIZATION,/g/11bzyqdcsn,https://en.wikipedia.org/wiki/Dataiku,Dataiku_Invalid
769,THOMSON REUTERS GRC INC ,ORGANIZATION,/m/02r5t91,https://en.wikipedia.org/wiki/Thomson_Reuters,THOMSON REUTERS
770,SET CREATIVE ,OTHER,/g/11btn17bw9,-,SET CREATIVE
771,GAGNAEYÃING ,OTHER,-,-,GAGNAEYÃ ING
772,HEADLANDS TECHNOLOGIES LLC ,ORGANIZATION,/g/11cs64j2_v,-,HEADLANDS TECHNOLOGIES LLC
773,M3 DERIVATIVE SOLUTIONS LLC ,ORGANIZATION,-,-,M3 DERIVATIVE SOLUTIONS LLC
774,SUN TRADING LLC ,OTHER,/g/11c1x7kxdj,-,SUN TRADING LLC
775,NINE SQUARE MULTI TRADING DMCC ,OTHER,-,-,TRADING DMCC
776,3 RED TRADING LLC ,ORGANIZATION,-,-,RED TRADING LLC
777,CITADEL SECURITIES LLC ,ORGANIZATION,/g/11c74qq_38,-,CITADEL SECURITIES LLC
778,RIGEL COVE FUND LLC ,ORGANIZATION,-,-,RIGEL COVE FUND LLC
779,Micro Focus Software (Ireland) Ltd  ,CONSUMER_GOOD,-,-,Micro Focus Software
780,University of Asia and the Pacific ,ORGANIZATION,/m/044q0y,https://en.wikipedia.org/wiki/University_of_Asia_and_the_Pacific,University of Asia and the Pacific
781,Dell Hong Kong Limited ,ORGANIZATION,/m/0py9b,https://en.wikipedia.org/wiki/Dell,Dell
782,VERITAS TECHNOLOGIES LLC ,ORGANIZATION,/g/122fj1rn,https://de.wikipedia.org/wiki/Veritas_Software,VERITAS TECHNOLOGIES LLC
783,CHAITRA J ,OTHER,-,-,CHAITRA J
784,Manasa P ,PERSON,-,-,Manasa P
785,Kelly Services (UK) Ltd ,ORGANIZATION,/m/03p2hqb,https://en.wikipedia.org/wiki/Kelly_Services,Kelly Services
786,Arkadin AB ,OTHER,-,-,Arkadin AB
787,Computer Design & Integration LLC ,ORGANIZATION,/g/1hf_vr4kx,-,Computer Design & Integration LLC
788,GANESH CLEANING SERVICES ,OTHER,-,-,GANESH CLEANING SERVICES
789,AT&T WORLDWIDE TELECOMMUNICATIONS SERVIC ,ORGANIZATION,/m/08z129,https://en.wikipedia.org/wiki/AT&T,AT&T
790,THE WORLD FEDERATION OF EXCHANGES LTD ,ORGANIZATION,-,-,WORLD FEDERATION OF EXCHANGES LTD
791,Satema AS ,OTHER,-,-,Satema
792,VIRTU FINANCIAL LLC ,ORGANIZATION,/m/0hnd98b,https://en.wikipedia.org/wiki/Virtu_Financial,VIRTU FINANCIAL LLC
793,SPIRE X TRADING LLC ,OTHER,-,-,SPIRE X
794,MBF TRADING LLC ,ORGANIZATION,/g/11cs63w_fp,-,MBF TRADING LLC
795,TRIDENT BROKERAGE SERVICES LLC ,ORGANIZATION,/g/11csqkfhgl,-,TRIDENT BROKERAGE SERVICES LLC
796,BUDO TRADING LLC ,ORGANIZATION,-,-,BUDO TRADING LLC
797,MAREX SPECTRON INTERNATIONAL LTD ,ORGANIZATION,-,-,MAREX SPECTRON INTERNATIONAL LTD
798,BGC FINANCIAL L P ,ORGANIZATION,/g/11c5b9glfl,-,BGC FINANCIAL LP
799,ATF COMMODITIES  LLC ,ORGANIZATION,/g/11c1x44qlc,-,ATF COMMODITIES LLC
800,CONDORALPHA ASSET MANAGEMENT LLC ,ORGANIZATION,-,-,CONDORALPHA ASSET MANAGEMENT LLC
801,ICAP ENERGY LLC ,ORGANIZATION,/g/11cs63ddhc,-,ICAP ENERGY LLC
802,FORT PITT ENERGY LLC ,ORGANIZATION,-,-,FORT PITT ENERGY LLC
803,EVOLUTION MARKETS INC ,OTHER,/g/11c1x5b12x,-,EVOLUTION MARKETS INC
804,DORADO ENERGY SERVICES LLC ,ORGANIZATION,/g/11d_76hkcc,-,DORADO ENERGY SERVICES LLC
805,CRW ENERGY CORP ,ORGANIZATION,-,-,CRW ENERGY CORP
806,CREDITEX SECURITIES CORPORATION ,ORGANIZATION,-,-,CREDITEX SECURITIES CORPORATION
807,CORNERSTONE GLOBAL COMMODITIES LLC ,ORGANIZATION,/g/11c1x6wcwd,-,CORNERSTONE GLOBAL COMMODITIES LLC
808,CORNERSTONE FUTURES LLC ,OTHER,-,-,CORNERSTONE FUTURES LLC
809,CONTINENTAL ENERGY GROUP LLC ,ORGANIZATION,/g/11dxqvry40,-,CONTINENTAL ENERGY GROUP LLC
810,BOSWORTH BROKERS LLC  ,ORGANIZATION,/g/11fz95qb3d,-,BOSWORTH BROKERS LLC
811,ATLAS COMMODITIES LLC ,ORGANIZATION,/g/11c5b7vqdl,-,ATLAS COMMODITIES LLC
812,AMEREX BROKERS LLC-POWER ,OTHER,-,-,POWER
813,GA GLOBAL MARKETS LLC  ,ORGANIZATION,/g/11dfk8d1w7,-,GA GLOBAL MARKETS LLC
814,PVM FUTURES INC  ,OTHER,-,-,PVM FUTURES INC
815,TFS ENERGY FUTURES LLC ,ORGANIZATION,/g/11c5bcfj6n,-,TFS ENERGY FUTURES LLC
816,LCM COMMODITIES LLC ,ORGANIZATION,-,-,LCM COMMODITIES LLC
817,TULLETT PREBON AMERICAS CORP  ,ORGANIZATION,-,-,TULLETT PREBON
818,ICAP CORPORATES LLC ,ORGANIZATION,/g/11c5b7b_g_,-,ICAP CORPORATES LLC
819,SIGMA BROKING LTD ,OTHER,-,-,SIGMA BROKING LTD
820,MB ENERGY LLC ,ORGANIZATION,/g/11c1x61fw0,-,MB ENERGY LLC
821,LPS FUTURES LLC ,OTHER,-,-,LPS FUTURES LLC
822,MAGUS LLC ,ORGANIZATION,/g/11ggzdyl78,-,MAGUS LLC
823,IVG ENERGY LTD ,ORGANIZATION,/g/11c1x29pq2,-,IVG ENERGY LTD
824,FUELX ENERGY LLC ,ORGANIZATION,/g/11cs643zj6,-,FUELX ENERGY LLC
825,GFI SECURITIES LLC ,ORGANIZATION,/m/09myxkh,-,GFI SECURITIES LLC
826,CHAIKIN INVESTMENTS LLC ,ORGANIZATION,-,-,CHAIKIN INVESTMENTS LLC
827,STRAITS  FINANCIAL SERVICES PTE LTD ,ORGANIZATION,-,-,STRAITS FINANCIAL SERVICES
828,CHARLENE BEGLEY ,PERSON,/m/03xkclj,-,CHARLENE BEGLEY
829,JEFFERIES & COMPANY INC ,ORGANIZATION,/m/089s5h,https://en.wikipedia.org/wiki/Jefferies_Group,JEFFERIES & COMPANY INC
830,TIERPOINT LLC ,ORGANIZATION,/g/11c5bb2n8b,-,TIERPOINT LLC
831,DIMENSION DATA CANADA INC ,OTHER,-,-,DIMENSION DATA CANADA INC
832,Svenska FondhandlarefÃ¶reningen ,PERSON,-,-,Svenska FondhandlarefÃ
833,THOMSON REUTERS (TAX & ACCOUNTING) INC  ,ORGANIZATION,-,-,THOMSON REUTERS
834,Cobden and Carter International Inc ,LOCATION,-,-,Cobden
835,Cobden and Carter International Inc  ,LOCATION,-,-,Cobden
836,NATIONAL INVESTOR RELATIONS ,OTHER,-,-,NATIONAL INVESTOR RELATIONS
837,BANK OF NEW YORK MELLON ,ORGANIZATION,-,-,BANK OF NEW YORK
838,Congresso AB ,OTHER,-,-,Congresso AB
839,ID North AB ,OTHER,-,-,ID North AB
840,SOF-XI PCT TWO TOWER OWNER L L C  ,ORGANIZATION,-,-,SOF
841,Digital Workforce Svenska AB ,OTHER,-,-,Digital Workforce Svenska AB
842,CLOUDCHECKR INC ,OTHER,/g/11c73knxz0,-,CLOUDCHECKR INC
843,PLUS RELOCATION SERVICES INC ,OTHER,-,-,RELOCATION SERVICES INC
844,NEWMARK GRUBB KNIGHT FRANK ,ORGANIZATION,/m/076yqw2,https://en.wikipedia.org/wiki/Newmark_Knight_Frank,NEWMARK GRUBB KNIGHT FRANK
845,Belkast Consulting Limited ,OTHER,-,-,Belkast Consulting Limited
846,Storebrand Helseforsikring DKV HÃ¤lsa ,ORGANIZATION,-,-,Storebrand Helseforsikring
847,Grand HÃ³tel ReykjavÃ­k ,PERSON,-,-,Grand HÃ3tel ReykjavÃk
848,Erinaco AB ,OTHER,-,-,Erinaco AB
849,Fysio 2 ,CONSUMER_GOOD,-,-,Fysio 2
850,Desjardins Financial Security Life Assur ,OTHER,-,-,Desjardins Financial Security Life Assur
851,Singapore Telecommunications Mobile Ltd ,ORGANIZATION,-,-,Singapore Telecommunications Mobile Ltd
852,XO COMMUNICATIONS ,ORGANIZATION,/m/0dcqbl,https://en.wikipedia.org/wiki/XO_Communications,XO COMMUNICATIONS
853,POLARIS FUTURES LTD ,OTHER,-,-,POLARIS FUTURES LTD
854,FOXIT SOFTWARE INCORPORATED ,ORGANIZATION,/m/0gh6_h8,https://en.wikipedia.org/wiki/Foxit_Software,FOXIT SOFTWARE INCORPORATED
855,MultiNet Interactive AB ,OTHER,-,-,MultiNet Interactive AB
856,Gunhildsbu Radgivning ,OTHER,-,-,Gunhildsbu Radgivning
857,MAX TRITZ III ,PERSON,-,-,MAX TRITZ III
858,Mivedi GmbH ,OTHER,-,-,Mivedi GmbH
859,VIRGIS COLBERT ,PERSON,/m/03wqgz8,-,VIRGIS COLBERT
860,DAVID FREAR ,PERSON,/m/03wvzvc,-,DAVID FREAR
861,MICHAEL J  CURRAN ,PERSON,-,-,MICHAEL J CURRAN
862,WENDY S  WHITE ,PERSON,-,-,WENDY S WHITE
863,SUSQUEHANNA INTERNATIONAL GROUP LLP ,ORGANIZATION,/m/02ql0fl,https://en.wikipedia.org/wiki/Susquehanna_International_Group,SUSQUEHANNA INTERNATIONAL GROUP LLP
864,JOSEPH MICHAEL MECANE ,PERSON,-,-,JOSEPH MICHAEL MECANE
865,AMENITY ANALYTICS INC  ,OTHER,-,-,AMENITY ANALYTICS INC
866,Reikningsskil og rÃ¡Ã° ehf  ,-,-,-,-
867,Orkuveita ReykjavÃ­ku ,ORGANIZATION,-,-,Orkuveita ReykjavÃku
868,Peter Norman Finanskonsult AB ,PERSON,/m/09fq0v,https://en.wikipedia.org/wiki/Peter_Norman,Peter Norman
869,Hudson Fiber Network Inc  ,ORGANIZATION,/g/11c1x58vs1,-,Hudson Fiber Network Inc
870,Dilwyn Computers ,CONSUMER_GOOD,-,-,Dilwyn Computers
871,DELOITTE ,ORGANIZATION,/m/02spfd,https://en.wikipedia.org/wiki/Deloitte,DELOITTE
872,Aon Risk Services Australia Limited ,OTHER,-,-,Aon Risk Services Australia Limited
873,Colliers International Occupier Services ,ORGANIZATION,-,-,Colliers International Occupier Services
874,EURASIA GROUP LTD ,ORGANIZATION,/m/07rrrf,https://en.wikipedia.org/wiki/Eurasia_Group,EURASIA GROUP LTD
875,QUALYS INC ,OTHER,/m/02r2qzd,https://en.wikipedia.org/wiki/Qualys,QUALYS INC
876,PHISHME INC ,OTHER,/g/11c5bcsw3k,-,PHISHME INC
877,Ernst & Young ,ORGANIZATION,/m/0g9jc,https://en.wikipedia.org/wiki/Ernst_&_Young,Ernst & Young
878,dk hugbÃºnaÃ°ur ehf  ,OTHER,-,-,hugbÃonaÃ
879,SHIELDX NETWORKS INC ,OTHER,-,-,SHIELDX NETWORKS INC
880,SDL INC  ,OTHER,-,-,SDL INC
881,TENABLE NETWORK SECURITY ,OTHER,-,-,NETWORK SECURITY
882,The Hong Kong Electric Co  Ltd ,ORGANIZATION,-,-,Hong Kong Electric Co Ltd
883,Iron Mountain ,LOCATION,/m/02rdq1m,https://en.wikipedia.org/wiki/Iron_Mountain_(company),Iron Mountain
884,Elkraft AS ,OTHER,-,-,Elkraft
885,SPIGIT INC  ,OTHER,/m/09gh4sn,-,SPIGIT INC
886,NEWEDGE USA LLC ,ORGANIZATION,/g/11cs623kp9,-,NEWEDGE USA LLC
887,NANDHINI HOTELS PVT LTD ,PERSON,-,-,NANDHINI
888,Fram Eiendom AS ,ORGANIZATION,-,-,Fram Eiendom
889,BUPA ,ORGANIZATION,/m/04q2xb,https://en.wikipedia.org/wiki/Bupa,BUPA
890,Aon Singapore Pte Ltd ,ORGANIZATION,/g/1tg8g77l,-,Aon Singapore Pte Ltd
891,VERSIONONE INC  ,OTHER,-,-,VERSIONONE INC
892,Micro Focus AS ,OTHER,-,-,Micro Focus
893,St Markâ€™s Hotel Pvt Ltd ,ORGANIZATION,-,-,St Markâ
894,IPC SYSTEMS INC  ,OTHER,/m/012r1x07,https://en.wikipedia.org/wiki/IPC_Systems,IPC SYSTEMS INC
895,SEB Merchant Banking ,OTHER,-,-,SEB Merchant Banking
896,TATA Teleservices Limited ,OTHER,/m/0465gsq,https://en.wikipedia.org/wiki/Tata_Teleservices,TATA Teleservices Limited
897,AB Tofaba ,OTHER,-,-,AB Tofaba
898,NSEIT ,OTHER,-,-,NSEIT
899,Kontali analyse ,PERSON,-,-,Kontali
900,Schneider Electric Norge AS Avd Building ,OTHER,-,-,Schneider Electric Norge
901,NystrÃ¶m & Co ProjectbyrÃ¥ NoC AB ,ORGANIZATION,-,-,NystrÃ¶m & Co ProjectbyrÃ
902,PARK PLACE TECHNOLOGIES ,LOCATION,-,-,PARK PLACE
903,LOUIS WEDDING PLANNER ,PERSON,-,-,LOUIS
904,SD Worx VZW ,ORGANIZATION,/g/122y55pj,https://de.wikipedia.org/wiki/SD_Worx,SD Worx VZW
905,Stulz Chspl (India) Pvt Ltd ,ORGANIZATION,-,-,Stulz Chspl
906,SAGE REFINED PRODUCTS LTD ,ORGANIZATION,-,-,SAGE
907,AV PRESENTATIONS INC ,OTHER,-,-,AV PRESENTATIONS INC
908,Global Lingo Ltd ,ORGANIZATION,/g/11cs67rstd,-,Global Lingo Ltd
909,Chirano AB ,OTHER,-,-,Chirano AB
910,SURVEY MONKEY INC  ,OTHER,-,-,SURVEY MONKEY INC
911,INTERNATIONAL SOS ASSISTANCE INC ,OTHER,-,-,INTERNATIONAL SOS ASSISTANCE INC
912,GRC TECHNOLOGY LIMITED ,OTHER,-,-,GRC TECHNOLOGY LIMITED
913,CA INC  ,ORGANIZATION,/m/026n9q,https://en.wikipedia.org/wiki/CA_Technologies,CA INC
914,Dimension Data Network Services Ltd ,ORGANIZATION,/g/11c1x7c3q6,-,Dimension Data Network Services Ltd
915,Kelly Services GmbH ,PERSON,/m/03p2hqb,https://en.wikipedia.org/wiki/Kelly_Services,Kelly Services GmbH
916,DELL A  S ,ORGANIZATION,/m/0py9b,https://en.wikipedia.org/wiki/Dell,DELL
917,BT CONFERENCING INC  ,OTHER,-,-,BT CONFERENCING INC
918,INSIGHT DIRECT USA INC  ,OTHER,/g/11cs63j0_f,-,INSIGHT DIRECT USA INC
919,EPAM SYSTEMS INC ,OTHER,/m/0dlnrc,https://en.wikipedia.org/wiki/EPAM_Systems,EPAM SYSTEMS INC
920,I-GRC ,OTHER,-,-,I-GRC
921,Get Visual A  S ,OTHER,-,-,AS
922,PARK PLACE TECHNOLOGIES LLC ,ORGANIZATION,/g/11c5b9kt4p,-,PARK PLACE TECHNOLOGIES LLC
923,CHICAGO MERCANTILE EXCHANGE INC  ,ORGANIZATION,/m/01zc0z,https://en.wikipedia.org/wiki/Chicago_Mercantile_Exchange,CHICAGO MERCANTILE EXCHANGE INC
924,KEYSIGHT TECHNOLOGIES INC ,OTHER,/m/012hddvv,https://en.wikipedia.org/wiki/Keysight,KEYSIGHT TECHNOLOGIES INC
925,KELLYOCG MALAYSIA SDN BHD ,ORGANIZATION,-,-,KELLYOCG
926,Geerthan Selvendrakumaran ,ORGANIZATION,-,-,Geerthan Selvendrakumaran
927,PUBLIC COMPANY ACCOUNTING OVERSIGHT ,ORGANIZATION,-,-,COMPANY
928,Tellico Group ,ORGANIZATION,-,-,Tellico Group
929,Dell Australia Pty Limited ,ORGANIZATION,/m/09n1_mt,-,Dell Australia Pty Limited
930,Toshiba TEC Nordic AB ,ORGANIZATION,-,-,Toshiba
931,BROADWAY TECHNOLOGY LLC ,ORGANIZATION,/g/11c1x7_ryg,-,BROADWAY TECHNOLOGY LLC
